FECHA Y HORA,NUMERO DE IDENTIFICACION,NOMBRES,APELLIDOS,CELULAR,EMAIL,DIRECCION,COMPANIA,PROVINCIA,RESULTADO PRUEBA DE VIDA,RESULTADO DOCUMENT CHECK,RESULTADO FACEMATCH,RESULTADO BIOMETRIA
4/19/2024,6,Séréna,Axcel,601-490-8631,naxcelh5@altervista.org,2 Sachtjen Plaza,"Kilback, Jacobs and Shanahan",Manabi,APROBADO,APROBADO,99,APROBADO
4/17/2024,3,Görel,Sparshott,749-252-8968,csparshotth6@cmu.edu,604 Thackeray Crossing,Abernathy-Marvin,Manabi,APROBADO,APROBADO,99,APROBADO
7/18/2024,7,Ruò,Girodias,412-482-2679,agirodiash7@ifeng.com,03799 Tony Avenue,"Turner, Gutkowski and Windler",Pichincha,APROBADO,APROBADO,99,APROBADO
8/9/2024,8,Mylène,Lappine,676-138-9639,clappineh8@buzzfeed.com,4 Dahle Trail,"Brakus, Ortiz and Marks",Loja,APROBADO,APROBADO,99,APROBADO
3/29/2024,6,Kuí,Silverwood,719-492-6846,ssilverwoodh9@unesco.org,98 Claremont Plaza,Mertz-Farrell,Guayas,APROBADO,APROBADO,99,APROBADO
7/10/2024,7,Görel,Auston,529-537-5594,eaustonha@cbsnews.com,7 Meadow Vale Plaza,"Hermann, Block and Hahn",Azuay,APROBADO,APROBADO,99,APROBADO
9/3/2024,6,Irène,Sperrett,724-639-8218,msperretthb@tinypic.com,6 Pleasure Alley,Morissette Inc,Manabi,APROBADO,APROBADO,99,APROBADO
9/17/2024,4,Illustrée,Shevlan,657-500-3071,fshevlanhc@google.fr,2497 Bunker Hill Point,Bogisich-Walker,Manabi,APROBADO,APROBADO,99,APROBADO
3/15/2024,3,Tú,MacLachlan,100-527-1995,tmaclachlanhd@walmart.com,3632 Thierer Point,Bartell-Breitenberg,Loja,APROBADO,APROBADO,99,APROBADO
7/6/2024,3,Táng,Rigmand,278-980-2819,erigmandhe@ucoz.com,4860 Quincy Circle,Steuber Group,Azuay,DESAPROBADO,APROBADO,0,DESAPROBADO
8/29/2024,5,Thérèse,Peare,148-889-2897,bpearehf@wufoo.com,03413 Dapin Street,Hane-Murazik,Manabi,APROBADO,APROBADO,96,APROBADO
5/28/2024,3,Lorène,Writer,213-166-2440,jwriterhg@telegraph.co.uk,9586 Alpine Point,Gleason-Weimann,Pichincha,APROBADO,APROBADO,99,APROBADO
5/20/2024,1,Léandre,Sambeck,294-139-4401,jsambeckhh@360.cn,35 7th Way,Wilderman Inc,Guayas,APROBADO,APROBADO,99,APROBADO
11/7/2024,5,Ráo,Mathon,885-589-7583,mmathonhi@issuu.com,14245 Oak Valley Crossing,Leffler-Lueilwitz,Guayas,APROBADO,APROBADO,99,APROBADO
3/26/2024,3,Maéna,Wooddisse,199-727-0008,gwooddissehj@hhs.gov,3261 Pearson Court,Senger Group,Azuay,APROBADO,APROBADO,96,APROBADO
12/24/2024,9,Françoise,Hallawell,433-574-2298,fhallawellhk@imgur.com,9808 Victoria Parkway,Gerlach-Schroeder,Guayas,APROBADO,APROBADO,99,APROBADO
5/9/2024,10,Ophélie,Antoinet,437-889-0353,aantoinethl@tmall.com,8784 7th Junction,Hudson-Nikolaus,Guayas,APROBADO,APROBADO,96,APROBADO
11/30/2024,5,Kallisté,Girth,431-257-6406,sgirthhm@homestead.com,6349 Hermina Way,"Aufderhar, Nicolas and Runolfsdottir",Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
5/14/2024,5,Miléna,Silverlock,348-524-3923,asilverlockhn@timesonline.co.uk,377 Delaware Way,Nolan LLC,Manabi,APROBADO,APROBADO,99,APROBADO
10/20/2024,8,Vérane,Webster,112-703-3322,awebsterho@istockphoto.com,54131 Oxford Alley,"McCullough, Wiza and Predovic",Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
10/30/2024,2,Clémence,Simonite,583-453-7985,hsimonitehp@qq.com,0 Ohio Center,O'Hara-Conroy,Pichincha,APROBADO,APROBADO,99,APROBADO
8/31/2024,9,Pò,MacAree,283-115-4857,nmacareehq@soundcloud.com,0 Petterle Street,Pagac LLC,Pichincha,APROBADO,APROBADO,99,APROBADO
8/1/2024,1,Lauréna,Diggell,395-553-9100,gdiggellhr@histats.com,41 Drewry Junction,Olson Inc,Azuay,APROBADO,APROBADO,99,APROBADO
10/14/2024,6,Adélie,Pioli,311-508-4047,apiolihs@com.com,2739 Bonner Circle,Lubowitz-Deckow,Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
6/17/2024,4,Méghane,Beavington,549-293-7867,sbeavingtonht@omniture.com,47159 Calypso Crossing,Douglas-Goodwin,Azuay,APROBADO,APROBADO,99,APROBADO
6/2/2024,6,Måns,Gonsalvez,229-675-2052,pgonsalvezhu@histats.com,9189 Lukken Place,Hermann-Walsh,Pichincha,APROBADO,DESAPROBADO,0,DESAPROBADO
12/29/2024,7,Edmée,Monkhouse,829-504-8594,cmonkhousehv@w3.org,07 Summerview Place,Bruen Inc,Pichincha,APROBADO,APROBADO,99,APROBADO
12/12/2024,7,Illustrée,Kennan,432-778-9423,nkennanhw@harvard.edu,1886 Anthes Hill,Tillman LLC,Azuay,APROBADO,APROBADO,99,APROBADO
7/25/2024,6,Maëlann,Hundy,605-911-3315,nhundyhx@foxnews.com,44 Cordelia Street,Rodriguez Inc,Guayas,APROBADO,APROBADO,99,APROBADO
5/19/2024,10,Alizée,Portman,575-634-7910,hportmanhy@nationalgeographic.com,8 Fairfield Lane,Runolfsson Group,Guayas,APROBADO,APROBADO,99,APROBADO
5/11/2024,1,Mårten,Pechell,545-917-1094,tpechellhz@networkadvertising.org,689 Coleman Lane,Botsford Group,Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
7/7/2024,8,Lyséa,Polsin,611-345-3919,npolsini0@loc.gov,9 West Street,Keeling LLC,Pichincha,APROBADO,APROBADO,99,APROBADO
7/2/2024,8,Josée,Firmin,901-548-2729,tfirmini1@ask.com,996 Crescent Oaks Avenue,"Hane, Wyman and Mann",Guayas,APROBADO,APROBADO,99,APROBADO
11/19/2024,5,Séverine,Tidbold,356-774-9023,jtidboldi2@nasa.gov,90450 Toban Avenue,Schneider Group,Guayas,APROBADO,APROBADO,99,APROBADO
9/17/2024,1,Maïlis,Longbone,723-838-6400,jlongbonei3@dyndns.org,716 Rusk Lane,Runolfsson and Sons,Azuay,APROBADO,APROBADO,99,APROBADO
7/1/2024,2,Crééz,Cutts,813-480-6937,jcuttsi4@issuu.com,7 Portage Place,Ernser-Armstrong,Azuay,APROBADO,APROBADO,99,APROBADO
7/25/2024,3,Audréanne,Beake,985-751-5924,abeakei5@ifeng.com,55348 Artisan Way,"Doyle, Kuhlman and Daugherty",Azuay,APROBADO,APROBADO,99,APROBADO
12/28/2024,4,Pélagie,Frayne,288-158-1912,lfraynei6@google.ru,8 Novick Point,"Prohaska, Herzog and Christiansen",Guayas,APROBADO,APROBADO,96,APROBADO
5/17/2024,7,Gisèle,Shade,297-361-2623,jshadei7@geocities.jp,3 Granby Center,Halvorson-Ondricka,Manabi,APROBADO,DESAPROBADO,0,DESAPROBADO
8/11/2024,4,Marie-françoise,Tift,580-736-5185,ctifti8@mail.ru,93 Armistice Junction,Sauer Group,Loja,APROBADO,APROBADO,99,APROBADO
12/20/2024,9,Stéphanie,Farnfield,814-981-7731,wfarnfieldi9@fc2.com,790 Fulton Plaza,Schowalter-Runte,Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
10/27/2024,6,Cléopatre,Abdie,949-814-5599,mabdieia@aol.com,15283 Lakewood Plaza,Moen Group,Pichincha,APROBADO,APROBADO,96,APROBADO
9/5/2024,3,Estée,Remer,337-362-9130,kremerib@nymag.com,1 Chinook Street,Yost-Doyle,Pichincha,APROBADO,APROBADO,99,APROBADO
8/6/2024,10,Åslög,Bunson,121-853-4077,bbunsonic@businesswire.com,83 Chive Hill,"Toy, Waelchi and Bauch",Guayas,APROBADO,APROBADO,99,APROBADO
7/1/2024,5,Léana,Crathorne,774-628-1948,kcrathorneid@google.co.uk,8 Waxwing Pass,Dickens Inc,Azuay,APROBADO,APROBADO,99,APROBADO
10/16/2024,2,Françoise,Beecker,474-268-4876,tbeeckerie@phpbb.com,87 Anderson Court,Zieme and Sons,Guayas,DESAPROBADO,DESAPROBADO,0,DESAPROBADO
10/21/2024,5,Marie-françoise,Eastman,494-289-7352,keastmanif@alexa.com,216 Eagan Pass,Shanahan-Braun,Loja,APROBADO,APROBADO,99,APROBADO
4/9/2024,4,Maïlys,Waddell,344-358-1742,awaddellig@hugedomains.com,84362 Atwood Crossing,Windler and Sons,Manabi,APROBADO,APROBADO,96,APROBADO
1/1/2025,9,Kuí,McCartan,427-293-0029,dmccartanih@histats.com,076 Anhalt Road,Howell-Bernhard,Manabi,APROBADO,APROBADO,99,APROBADO
10/23/2024,8,Rachèle,Longmuir,167-102-8017,llongmuirii@wikipedia.org,61 Eggendart Alley,Kulas-Kub,Guayas,APROBADO,APROBADO,96,APROBADO
9/1/2024,8,Michèle,Veneur,719-590-6446,aveneurij@qq.com,8692 Ronald Regan Court,King-Hyatt,Pichincha,APROBADO,APROBADO,96,APROBADO
10/27/2024,4,Illustrée,Scollan,585-430-1815,ascollanik@gizmodo.com,48055 2nd Hill,Mayer Inc,Azuay,APROBADO,APROBADO,99,APROBADO
11/13/2024,9,Wá,Tombleson,892-452-5444,dtomblesonil@google.nl,1 Morningstar Trail,Cronin and Sons,Pichincha,APROBADO,DESAPROBADO,0,DESAPROBADO
9/25/2024,8,Géraldine,Spadazzi,963-803-3534,wspadazziim@ucoz.ru,50 Dapin Point,Zieme-Jenkins,Azuay,APROBADO,APROBADO,96,APROBADO
3/25/2024,8,Félicie,Cultcheth,505-740-0401,ccultchethin@woothemes.com,35893 Pierstorff Junction,"Krajcik, Kuhn and Leffler",Manabi,APROBADO,APROBADO,99,APROBADO
8/25/2024,1,Maëlys,Cosgrove,261-891-5324,ecosgroveio@google.it,1 Northland Circle,"Feeney, Murphy and Wiegand",Manabi,APROBADO,APROBADO,99,APROBADO
6/15/2024,8,Andréa,Muro,957-476-2623,tmuroip@smugmug.com,0750 Kinsman Way,Deckow and Sons,Manabi,APROBADO,APROBADO,96,APROBADO
11/21/2024,9,Mélodie,Leathwood,503-942-9154,aleathwoodiq@seesaa.net,1131 Eastlawn Point,"Luettgen, Senger and Terry",Azuay,APROBADO,APROBADO,99,APROBADO
5/23/2024,5,Eloïse,Sikorsky,972-103-6232,dsikorskyir@bravesites.com,9680 Harbort Drive,Ferry Group,Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
6/22/2024,7,Lén,Pyzer,750-663-9321,ipyzeris@earthlink.net,02 Shelley Hill,"Glover, Abernathy and Herman",Azuay,DESAPROBADO,APROBADO,0,DESAPROBADO
4/28/2024,8,Publicité,Dower,690-384-0239,rdowerit@mapy.cz,7 Pearson Hill,Wilderman-Thompson,Azuay,APROBADO,APROBADO,99,APROBADO
7/25/2024,3,Félicie,Pibworth,847-304-6358,dpibworthiu@ucoz.com,06 Vera Street,"Hermiston, Zulauf and Schroeder",Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
11/3/2024,8,Chloé,Stalman,588-474-7242,estalmaniv@mac.com,5 David Park,"Raynor, Volkman and Little",Pichincha,APROBADO,DESAPROBADO,0,DESAPROBADO
11/17/2024,10,Valérie,Ivakhin,699-161-0635,jivakhiniw@jimdo.com,9772 Waywood Lane,"Denesik, Treutel and Kuphal",Manabi,APROBADO,APROBADO,99,APROBADO
6/21/2024,3,Michèle,Claypool,915-279-0195,vclaypoolix@indiegogo.com,6 Corry Drive,Davis-Corkery,Loja,APROBADO,APROBADO,96,APROBADO
8/24/2024,10,Lorène,Charity,408-306-2206,ccharityiy@jigsy.com,24056 Tomscot Terrace,Hand-Wilderman,Manabi,APROBADO,APROBADO,99,APROBADO
9/3/2024,7,Mahélie,Grimbleby,196-193-0492,sgrimblebyiz@cbc.ca,91583 Spenser Drive,Daniel Group,Azuay,APROBADO,APROBADO,99,APROBADO
4/17/2024,7,Loïc,Winchurst,872-746-1114,owinchurstj0@goodreads.com,32 Waxwing Plaza,Gutkowski and Sons,Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
11/29/2024,1,Anaé,Sandercroft,168-745-8154,asandercroftj1@hp.com,69 Coolidge Plaza,Fritsch LLC,Azuay,APROBADO,APROBADO,99,APROBADO
8/8/2024,9,Andréanne,Sivyer,767-139-8740,bsivyerj2@merriam-webster.com,66 Starling Hill,Emard-Yost,Guayas,APROBADO,APROBADO,99,APROBADO
5/2/2024,10,Maïlis,Okker,775-893-8150,cokkerj3@va.gov,5223 Walton Circle,Prosacco Inc,Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
8/13/2024,3,Maéna,Stanbrooke,411-100-6230,lstanbrookej4@paginegialle.it,53 Namekagon Junction,Treutel-Lesch,Azuay,DESAPROBADO,DESAPROBADO,0,DESAPROBADO
4/22/2024,7,Märta,Bithany,438-367-2055,fbithanyj5@google.com.hk,28214 Dahle Crossing,"Pfannerstill, Kerluke and Windler",Loja,APROBADO,DESAPROBADO,0,DESAPROBADO
7/8/2024,1,Bérangère,Vaney,542-363-5795,mvaneyj6@google.ca,32 Porter Terrace,O'Connell-MacGyver,Manabi,APROBADO,DESAPROBADO,0,DESAPROBADO
12/28/2024,8,Yú,Questier,425-232-8458,lquestierj7@cargocollective.com,35 Elgar Lane,"Sanford, Bednar and Raynor",Loja,APROBADO,APROBADO,99,APROBADO
10/21/2024,9,Médiamass,Pirt,698-693-5311,mpirtj8@intel.com,0 Alpine Lane,Ritchie Group,Azuay,APROBADO,APROBADO,99,APROBADO
6/17/2024,10,Görel,Alen,354-481-0674,jalenj9@hugedomains.com,1 Becker Circle,Russel LLC,Loja,APROBADO,APROBADO,96,APROBADO
7/10/2024,8,Gisèle,Marquez,529-781-5709,lmarquezja@xing.com,5 Forest Street,Predovic-Ondricka,Manabi,APROBADO,APROBADO,99,APROBADO
8/12/2024,2,Clélia,Gurner,902-266-7507,agurnerjb@ask.com,6017 Logan Hill,Sawayn-D'Amore,Pichincha,APROBADO,APROBADO,99,APROBADO
9/6/2024,8,Cunégonde,Ballchin,184-698-7115,vballchinjc@mapy.cz,8615 Mosinee Park,"Batz, Veum and Buckridge",Guayas,APROBADO,APROBADO,99,APROBADO
8/5/2024,8,Michèle,Heaviside,609-348-9839,lheavisidejd@goo.gl,2 South Way,"Gusikowski, Waelchi and Stracke",Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
11/16/2024,7,Dà,Whitelaw,176-572-7024,cwhitelawje@prnewswire.com,69 Washington Plaza,Williamson-Moore,Azuay,APROBADO,APROBADO,96,APROBADO
4/26/2024,5,Béatrice,Nutman,623-340-7861,onutmanjf@google.de,315 Lake View Parkway,Jacobson Group,Guayas,APROBADO,APROBADO,99,APROBADO
10/12/2024,2,Garçon,Vasnetsov,999-222-8929,kvasnetsovjg@smh.com.au,3513 Aberg Parkway,Durgan and Sons,Pichincha,APROBADO,APROBADO,99,APROBADO
5/14/2024,2,Naéva,O'Clery,790-352-7400,docleryjh@marketwatch.com,44 Lerdahl Street,Schmidt and Sons,Pichincha,APROBADO,APROBADO,99,APROBADO
5/25/2024,1,André,Steinson,210-624-5726,psteinsonji@gmpg.org,0782 Hoepker Drive,Gutkowski-Rutherford,Pichincha,APROBADO,APROBADO,96,APROBADO
5/1/2024,6,Gérald,Highwood,986-549-0545,ghighwoodjj@csmonitor.com,442 Dottie Crossing,"Windler, Collins and Blanda",Loja,DESAPROBADO,APROBADO,0,DESAPROBADO
5/27/2024,8,Cléa,Gillies,443-959-1345,cgilliesjk@webmd.com,397 Rigney Alley,Kunde LLC,Pichincha,APROBADO,APROBADO,99,APROBADO
5/1/2024,4,Liè,McKechnie,586-604-3085,jmckechniejl@bloomberg.com,695 Melrose Road,"Schoen, Pfannerstill and Kautzer",Guayas,APROBADO,APROBADO,99,APROBADO
9/8/2024,7,Eléa,Huggins,433-576-3027,mhugginsjm@forbes.com,9 Schurz Road,"Hickle, Wuckert and Macejkovic",Guayas,APROBADO,APROBADO,99,APROBADO
10/11/2024,10,Béatrice,O'Skehan,809-939-5657,coskehanjn@pagesperso-orange.fr,487 Daystar Lane,Durgan LLC,Loja,APROBADO,APROBADO,99,APROBADO
5/8/2024,1,Maëlann,Badsworth,991-379-3885,hbadsworthjo@flavors.me,65 Buhler Terrace,"Connelly, Orn and Collier",Loja,APROBADO,APROBADO,96,APROBADO
4/5/2024,7,Inès,Mattys,104-269-4763,kmattysjp@amazon.co.jp,6 John Wall Crossing,Auer-Lehner,Loja,APROBADO,APROBADO,99,APROBADO
10/13/2024,4,Adélaïde,Jackling,375-838-5498,mjacklingjq@trellian.com,178 Orin Junction,Bernier-Lynch,Guayas,APROBADO,APROBADO,99,APROBADO
9/28/2024,2,Faîtes,Cunio,734-675-8432,rcuniojr@answers.com,3963 Chive Court,"O'Keefe, Altenwerth and Goyette",Loja,APROBADO,APROBADO,99,APROBADO
4/25/2024,5,Clélia,Itshak,635-465-6187,bitshakjs@ifeng.com,40 Toban Hill,Schmidt-Gerlach,Pichincha,APROBADO,APROBADO,96,APROBADO
6/27/2024,5,Mà,Sandhill,467-570-1115,rsandhilljt@list-manage.com,1 Summit Road,"Kassulke, O'Conner and Pfeffer",Manabi,APROBADO,APROBADO,99,APROBADO
5/29/2024,2,Agnès,Fremantle,267-949-4471,wfremantleju@java.com,89 Comanche Place,"Rath, Donnelly and Kirlin",Loja,APROBADO,APROBADO,96,APROBADO
4/8/2024,7,Méline,Sickamore,439-858-6796,hsickamorejv@sbwire.com,1 Scofield Place,Bogan LLC,Guayas,APROBADO,DESAPROBADO,0,DESAPROBADO
5/9/2024,1,Régine,Alleyn,760-183-8872,dalleynjw@newsvine.com,8 Hayes Avenue,Quitzon LLC,Pichincha,DESAPROBADO,APROBADO,0,DESAPROBADO
1/3/2025,1,Uò,Dawltrey,502-343-7578,ldawltreyjx@bandcamp.com,1 Hallows Junction,Kassulke Inc,Guayas,APROBADO,APROBADO,99,APROBADO
12/27/2024,5,Léana,Delhanty,674-292-9051,cdelhantyjy@meetup.com,4 Autumn Leaf Pass,Franecki Inc,Pichincha,APROBADO,APROBADO,99,APROBADO
5/21/2024,8,Tú,Crocket,238-591-5319,pcrocketjz@house.gov,8 Florence Hill,Von LLC,Guayas,APROBADO,APROBADO,99,APROBADO
10/6/2024,8,Lyséa,Capron,696-538-5244,ccapronk0@reuters.com,74 Springs Avenue,Borer-Lowe,Pichincha,APROBADO,APROBADO,99,APROBADO
11/26/2024,9,Clélia,Armitage,739-556-6588,aarmitagek1@123-reg.co.uk,039 Ridge Oak Lane,"O'Kon, Metz and White",Manabi,APROBADO,APROBADO,99,APROBADO
9/30/2024,6,Maëlle,Revely,503-802-8215,trevelyk2@latimes.com,602 Chive Plaza,Schiller-Turcotte,Guayas,APROBADO,APROBADO,99,APROBADO
4/18/2024,7,Yáo,Dinneges,202-288-4338,sdinnegesk3@aboutads.info,9 Mayfield Point,"Leuschke, Haley and Harris",Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
6/10/2024,2,Eloïse,Hymas,450-721-2822,khymask4@purevolume.com,2376 Quincy Alley,"Schmeler, Carroll and Erdman",Loja,APROBADO,APROBADO,99,APROBADO
10/10/2024,2,Célestine,Danbury,255-242-7898,kdanburyk5@businessinsider.com,5 Harbort Park,Sanford-Hudson,Pichincha,APROBADO,APROBADO,99,APROBADO
12/4/2024,3,Maïlis,Fliege,894-118-1683,cfliegek6@flavors.me,014 Vahlen Pass,Altenwerth LLC,Azuay,APROBADO,APROBADO,99,APROBADO
7/26/2024,2,Garçon,Matt,916-550-3926,jmattk7@ft.com,718 Dwight Street,Quitzon-Smith,Loja,APROBADO,APROBADO,99,APROBADO
9/3/2024,8,Anaïs,Ekless,960-925-2774,deklessk8@eventbrite.com,64 Anderson Park,Kiehn-Kreiger,Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
10/20/2024,8,Marie-noël,Jancic,598-141-8404,gjancick9@discuz.net,889 Mallory Court,Mayer and Sons,Loja,APROBADO,APROBADO,99,APROBADO
9/26/2024,7,Irène,Martinon,254-255-0385,amartinonka@cargocollective.com,39694 Buhler Park,"Hauck, Bode and Bosco",Loja,APROBADO,APROBADO,99,APROBADO
9/8/2024,9,Océane,Mowlam,577-748-1690,mmowlamkb@state.gov,1509 Wayridge Park,Tromp-Swaniawski,Manabi,APROBADO,APROBADO,96,APROBADO
6/21/2024,10,Cécile,Rudsdell,404-870-4043,mrudsdellkc@cdbaby.com,67 Vidon Circle,Pouros-Abernathy,Azuay,APROBADO,APROBADO,99,APROBADO
7/22/2024,1,Maëly,Riddock,791-234-5245,mriddockkd@blogtalkradio.com,74241 Ruskin Park,"Keeling, Williamson and Hahn",Manabi,APROBADO,DESAPROBADO,0,DESAPROBADO
3/10/2024,4,Marie-françoise,Donnersberg,760-448-3565,edonnersbergke@army.mil,07053 Corscot Point,Carroll and Sons,Manabi,APROBADO,APROBADO,96,APROBADO
11/1/2024,10,Marie-ève,Cowp,544-356-9120,scowpkf@cpanel.net,591 Ridgeview Plaza,Hills-Shanahan,Guayas,APROBADO,APROBADO,99,APROBADO
5/22/2024,9,Célia,Clewlow,922-942-8561,vclewlowkg@amazon.de,9 Maryland Junction,Haag-Kozey,Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
12/28/2024,9,Mélanie,Titherington,333-931-7193,mtitheringtonkh@bravesites.com,614 Reindahl Avenue,Beatty-Bosco,Azuay,APROBADO,APROBADO,99,APROBADO
8/15/2024,10,Cléa,Cahalin,881-745-5502,scahalinki@weather.com,4004 Scoville Parkway,King-Zieme,Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
4/15/2024,1,Aimée,Satterlee,889-313-0002,bsatterleekj@deviantart.com,25517 Sunfield Terrace,Windler-Monahan,Loja,APROBADO,APROBADO,99,APROBADO
3/12/2024,4,Kévina,Walenta,595-873-4934,awalentakk@dell.com,7054 4th Alley,"O'Reilly, Yundt and Hermiston",Loja,APROBADO,APROBADO,99,APROBADO
4/7/2024,1,Alizée,Juden,450-703-8620,fjudenkl@mashable.com,12674 Thackeray Street,Jenkins-Adams,Pichincha,APROBADO,APROBADO,96,APROBADO
8/21/2024,7,Nélie,Lonsdale,633-490-6217,llonsdalekm@spiegel.de,2 Mallory Center,Hickle Group,Guayas,DESAPROBADO,APROBADO,0,DESAPROBADO
11/8/2024,6,Adélaïde,Erricker,646-681-9826,cerrickerkn@disqus.com,69 Marquette Hill,Mohr-Ernser,Loja,APROBADO,APROBADO,99,APROBADO
4/25/2024,1,Maïwenn,McDoual,985-334-3188,bmcdoualko@quantcast.com,89 Mcguire Way,Lemke LLC,Azuay,APROBADO,APROBADO,99,APROBADO
5/19/2024,6,Eugénie,De Bruin,806-198-9609,idebruinkp@si.edu,0779 Beilfuss Avenue,"Sauer, Braun and Torphy",Pichincha,APROBADO,APROBADO,96,APROBADO
5/3/2024,3,Pélagie,Millhouse,401-926-9360,dmillhousekq@xrea.com,0828 Killdeer Trail,Lesch Inc,Manabi,APROBADO,DESAPROBADO,0,DESAPROBADO
6/13/2024,5,Anaëlle,Cavnor,223-130-4319,mcavnorkr@webmd.com,1 Green Ridge Park,"Stark, Dare and Rippin",Guayas,APROBADO,APROBADO,99,APROBADO
8/13/2024,2,Marlène,Kasparski,767-315-6894,lkasparskiks@gov.uk,0104 Petterle Alley,Reichel and Sons,Loja,APROBADO,APROBADO,99,APROBADO
7/3/2024,6,Maëlla,Devoy,709-254-6372,ldevoykt@marketwatch.com,52690 Forest Dale Alley,Lehner Group,Loja,APROBADO,APROBADO,99,APROBADO
5/5/2024,10,Bécassine,Dranfield,104-358-6751,cdranfieldku@home.pl,5422 8th Center,Kling-Upton,Azuay,APROBADO,APROBADO,99,APROBADO
10/12/2024,6,Lóng,Volant,811-765-4458,evolantkv@myspace.com,3347 Sherman Circle,Will-Hilpert,Pichincha,DESAPROBADO,APROBADO,0,DESAPROBADO
6/15/2024,7,Maëlla,Ruperti,369-483-8665,krupertikw@washingtonpost.com,987 Dennis Pass,Prohaska and Sons,Guayas,APROBADO,APROBADO,96,APROBADO
5/27/2024,10,Lucrèce,Antoniades,860-495-3938,aantoniadeskx@usgs.gov,605 Chinook Court,O'Hara Inc,Azuay,APROBADO,DESAPROBADO,0,DESAPROBADO
3/30/2024,10,Gaëlle,Shird,409-680-5633,ishirdky@nyu.edu,6 Norway Maple Road,Stark Inc,Loja,APROBADO,APROBADO,99,APROBADO
3/26/2024,8,Léandre,Burgill,727-458-4338,eburgillkz@123-reg.co.uk,209 Merrick Trail,Grady and Sons,Guayas,APROBADO,APROBADO,99,APROBADO
4/21/2024,8,Aimée,Romeril,593-794-2678,cromerill0@wsj.com,04 Independence Court,"Vandervort, Torphy and Welch",Loja,DESAPROBADO,DESAPROBADO,0,DESAPROBADO
5/27/2024,5,Anaëlle,Minshaw,627-214-2137,gminshawl1@samsung.com,822 Dexter Hill,Beer LLC,Pichincha,APROBADO,APROBADO,99,APROBADO
3/29/2024,8,Yè,Dehmel,183-195-2328,bdehmell2@360.cn,9367 Arapahoe Place,"Hoeger, Rolfson and Fritsch",Manabi,APROBADO,APROBADO,99,APROBADO
4/27/2024,4,Michèle,Woodnutt,459-839-2298,awoodnuttl3@ebay.com,486 Reinke Pass,Hermiston-Emard,Pichincha,DESAPROBADO,DESAPROBADO,0,DESAPROBADO
8/28/2024,8,Intéressant,Falks,392-494-9924,mfalksl4@wikia.com,56 Dottie Center,Leuschke and Sons,Guayas,APROBADO,APROBADO,99,APROBADO
11/30/2024,1,Laïla,Blown,125-256-4020,hblownl5@g.co,87924 Basil Pass,Stark-Jacobs,Manabi,APROBADO,APROBADO,99,APROBADO
4/28/2024,6,Méng,Tutton,456-801-1347,jtuttonl6@bluehost.com,200 Hayes Crossing,Ward LLC,Pichincha,APROBADO,APROBADO,96,APROBADO
5/17/2024,9,Tú,Entwistle,772-617-6966,gentwistlel7@howstuffworks.com,750 Troy Center,Oberbrunner-McGlynn,Guayas,APROBADO,APROBADO,99,APROBADO
6/28/2024,5,Méline,Habard,742-158-2822,whabardl8@dagondesign.com,86000 Green Ridge Court,"Abernathy, Jacobs and Spencer",Manabi,APROBADO,APROBADO,99,APROBADO
6/14/2024,4,Géraldine,Hoppner,265-474-8901,nhoppnerl9@pinterest.com,4 Anthes Drive,Heller-Mraz,Guayas,APROBADO,APROBADO,96,APROBADO
7/22/2024,10,Léane,Lawerence,172-307-0459,llawerencela@timesonline.co.uk,16 Dennis Way,Tremblay Group,Guayas,APROBADO,APROBADO,99,APROBADO
3/9/2024,1,Marlène,Moorhead,923-670-2277,imoorheadlb@shinystat.com,3 Shopko Point,"Wolf, Lehner and Schneider",Loja,DESAPROBADO,APROBADO,0,DESAPROBADO
7/6/2024,1,Adélaïde,Munnings,265-146-3118,gmunningslc@pbs.org,176 Grover Center,Gislason-Doyle,Azuay,APROBADO,APROBADO,99,APROBADO
8/15/2024,3,Mélissandre,Callendar,588-419-0152,hcallendarld@github.io,0514 Mccormick Terrace,"West, Friesen and Streich",Manabi,DESAPROBADO,APROBADO,0,DESAPROBADO
9/14/2024,2,Océane,Barnhart,912-923-3832,cbarnhartle@sogou.com,7465 Forest Run Park,Harris-Bernhard,Loja,APROBADO,APROBADO,96,APROBADO
7/20/2024,6,Marie-hélène,Sinkins,758-517-8871,ssinkinslf@nifty.com,5074 Prentice Trail,Kuhlman-Stanton,Pichincha,APROBADO,APROBADO,96,APROBADO
